"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"11",0.732387,0.585194,0.606006,0.578214,0.522022,0.474431,0.686028,0.650406,0.541022,0.515131,1,0.758579,0.845264,0.741816,0.714794,0.676882,0.658925,0.600731,0.649277,0.571545,0.374816,0.308804,0.58018,0.516398,0.452106,0.427052,0.468813,0.468454,0.664553,0.613333,0.505013,0.49482,0.55176,0.559294,0.441185,0.38794,0.370094,0.337954,0.357977,0.382605,0.304708,0.287729,0.420385,0.412133,0.349279,0.362092,0.407957,0.423932,0.397878,0.380034,0.420916,0.370502,0.405884,0.371898,0.439368,0.421948,0.57097,0.505793,0.470849,0.464921,0.585571,0.50885,0.676222,0.599441,0.435776,0.458434,0.46525,0.448525,0.417342,0.401607,0.355354,0.341527,0.377613,0.326922,0.323771,0.309745,0.2928,0.295513,0.584608,0.572099,0.643942,0.628104,0.621093,0.613181,0.581959,0.507668,0.446499,0.457087,0.534861,0.504763,0.270075,0.295384,0.224853,0.286008,0.237784,0.191965,0.254305,0.207488,0.211034,0.230355,0.277815,0.303259,0.221736,0.189077,0.178202,0.222162,0.138732,0.050419,0.14643,0.263151,0.182929,0.220239,0.164279,0.201714,0.188252,0.111858
"12",0.690289,0.616922,0.570737,0.640002,0.500014,0.516248,0.657538,0.738389,0.502573,0.562478,0.758579,1,0.726788,0.861149,0.64147,0.726712,0.593713,0.601227,0.585036,0.558028,0.365581,0.306085,0.555333,0.552037,0.438879,0.470567,0.456798,0.490936,0.629228,0.6554,0.506191,0.509891,0.535201,0.561067,0.407258,0.376892,0.372471,0.352162,0.350679,0.38592,0.305912,0.310836,0.407973,0.410666,0.325734,0.356784,0.411912,0.420263,0.416619,0.419912,0.499869,0.45882,0.495449,0.456753,0.495509,0.479018,0.533775,0.500217,0.475992,0.492187,0.550474,0.547851,0.644256,0.688482,0.366128,0.477376,0.455705,0.470699,0.397628,0.389162,0.338122,0.315118,0.338386,0.321504,0.26335,0.265093,0.241938,0.255427,0.523733,0.528991,0.594101,0.61156,0.570966,0.615602,0.517322,0.553421,0.40583,0.437336,0.50863,0.552467,0.291954,0.259422,0.221872,0.221815,0.202358,0.167241,0.219102,0.171916,0.193974,0.206064,0.294499,0.254656,0.204154,0.151238,0.166338,0.180771,0.117421,0.025782,0.108521,0.227167,0.130386,0.15912,0.123969,0.147183,0.124,0.083104
"13",0.689967,0.567233,0.678346,0.633115,0.580579,0.530346,0.751237,0.691492,0.638342,0.610547,0.845264,0.726788,1,0.810722,0.836914,0.751526,0.583672,0.546701,0.630604,0.553893,0.382103,0.335606,0.662029,0.599508,0.541045,0.504912,0.541826,0.552574,0.613984,0.569783,0.514038,0.497628,0.533411,0.522398,0.486914,0.407822,0.397278,0.371957,0.386409,0.424853,0.307167,0.29749,0.460685,0.44947,0.391632,0.405828,0.444167,0.455364,0.434369,0.41935,0.459129,0.411449,0.434459,0.422192,0.481746,0.463202,0.544189,0.502418,0.494746,0.470599,0.611435,0.533128,0.651977,0.559818,0.539822,0.529678,0.503287,0.474927,0.403668,0.399218,0.367785,0.371907,0.347308,0.297684,0.315355,0.324256,0.26994,0.27709,0.567606,0.549967,0.670851,0.665645,0.667752,0.644998,0.680144,0.579214,0.495726,0.512669,0.606731,0.561108,0.301924,0.338655,0.27514,0.358324,0.271494,0.220871,0.270196,0.221737,0.220436,0.239222,0.317809,0.352391,0.245757,0.215694,0.211494,0.268092,0.160361,0.076637,0.150867,0.283853,0.176642,0.205451,0.169146,0.193076,0.191306,0.096106
"14",0.658501,0.572463,0.619231,0.684657,0.525931,0.555084,0.694102,0.762701,0.561147,0.631504,0.741816,0.861149,0.810722,1,0.723802,0.806853,0.562738,0.544215,0.572846,0.537531,0.390669,0.34278,0.629664,0.638147,0.521872,0.540479,0.524724,0.568062,0.604747,0.621751,0.524637,0.526649,0.529401,0.530607,0.457529,0.402731,0.40515,0.390737,0.390086,0.441021,0.329542,0.346294,0.42366,0.422161,0.358437,0.382552,0.414524,0.429027,0.40931,0.4032,0.500771,0.443147,0.486462,0.470922,0.52935,0.496294,0.514784,0.486211,0.457328,0.465967,0.551711,0.553709,0.630029,0.639014,0.481149,0.547441,0.491744,0.499873,0.389457,0.384641,0.371015,0.358972,0.336151,0.322462,0.280746,0.290649,0.251538,0.269782,0.522442,0.507791,0.620233,0.643688,0.616448,0.643332,0.606251,0.624151,0.456113,0.502154,0.563021,0.577467,0.323818,0.299632,0.274061,0.283192,0.239783,0.220933,0.248131,0.209881,0.211223,0.227494,0.334167,0.304087,0.238417,0.191928,0.21766,0.249998,0.152773,0.054375,0.12283,0.260138,0.143993,0.169649,0.143782,0.157575,0.169294,0.098788
"15",0.642363,0.575456,0.691309,0.648976,0.620728,0.567617,0.675587,0.629442,0.665594,0.603486,0.714794,0.64147,0.836914,0.723802,1,0.839838,0.627059,0.599023,0.630344,0.584117,0.517348,0.443582,0.75633,0.688938,0.651963,0.62486,0.646233,0.660538,0.669977,0.625719,0.605717,0.579879,0.570402,0.559267,0.526725,0.440869,0.434651,0.409521,0.48606,0.511967,0.40333,0.393966,0.505639,0.501766,0.427641,0.446392,0.49986,0.506051,0.457149,0.44792,0.395498,0.387845,0.384033,0.404991,0.490302,0.493018,0.569853,0.527394,0.434235,0.420826,0.492167,0.422954,0.654015,0.543211,0.528031,0.455211,0.528227,0.496692,0.449895,0.445485,0.372471,0.3907,0.383106,0.34635,0.34003,0.348901,0.293284,0.298843,0.606777,0.598677,0.677213,0.680269,0.778736,0.72347,0.637575,0.567464,0.589184,0.586506,0.545914,0.525449,0.308082,0.330707,0.306462,0.372945,0.30401,0.279017,0.322279,0.266922,0.234202,0.256727,0.31359,0.329474,0.264039,0.230635,0.258294,0.31712,0.189011,0.093435,0.186537,0.338164,0.228562,0.232173,0.190615,0.24467,0.232952,0.116643
"16",0.603589,0.554584,0.631398,0.676307,0.557804,0.57541,0.642753,0.674376,0.586542,0.635322,0.676882,0.726712,0.751526,0.806853,0.839838,1,0.619676,0.598883,0.58514,0.563836,0.498031,0.456106,0.711777,0.713658,0.609304,0.632239,0.583172,0.636124,0.675526,0.693368,0.614782,0.626168,0.55387,0.561815,0.476141,0.421257,0.408983,0.40445,0.468366,0.528982,0.399511,0.411265,0.473253,0.485403,0.387935,0.420266,0.484215,0.485839,0.424028,0.422153,0.380355,0.36813,0.394266,0.407183,0.483884,0.484583,0.538651,0.498213,0.386127,0.383482,0.462842,0.433159,0.649882,0.601654,0.452384,0.439462,0.489622,0.487881,0.418726,0.413389,0.380678,0.384151,0.380384,0.363728,0.328498,0.333052,0.293168,0.304592,0.591376,0.591471,0.665556,0.688814,0.753618,0.776266,0.585847,0.601962,0.553237,0.591699,0.480898,0.507957,0.290231,0.269355,0.295401,0.303921,0.278634,0.270882,0.283816,0.240762,0.196249,0.211941,0.297787,0.273464,0.236453,0.188171,0.253621,0.30134,0.160958,0.063242,0.172965,0.320592,0.182133,0.187464,0.14304,0.197491,0.186917,0.123399
"17",0.708004,0.709144,0.539323,0.53708,0.419829,0.391507,0.540281,0.562129,0.429541,0.382488,0.658925,0.593713,0.583672,0.562738,0.627059,0.619676,1,0.894925,0.706824,0.734482,0.51219,0.449621,0.55786,0.503545,0.484757,0.499098,0.397868,0.425274,0.860007,0.817373,0.683927,0.670624,0.755495,0.765517,0.510263,0.477975,0.463612,0.429454,0.484319,0.512567,0.455171,0.445349,0.623182,0.608226,0.561514,0.56495,0.608619,0.629736,0.545486,0.493113,0.383639,0.320569,0.314419,0.303213,0.491096,0.512597,0.785955,0.701411,0.437059,0.400851,0.415613,0.309624,0.748481,0.64898,0.326185,0.281556,0.57463,0.557001,0.65056,0.625508,0.445368,0.430901,0.532567,0.489876,0.445696,0.428078,0.485028,0.472854,0.903607,0.869496,0.823728,0.759068,0.692479,0.733999,0.444117,0.432911,0.426304,0.430068,0.368734,0.371191,0.24679,0.250461,0.201402,0.248502,0.383993,0.353526,0.47826,0.422985,0.352193,0.353667,0.289082,0.267098,0.298691,0.252811,0.309328,0.343935,0.245704,0.13073,0.26846,0.410601,0.37336,0.358886,0.225524,0.353922,0.323508,0.160985
"18",0.679699,0.758531,0.528452,0.54465,0.431467,0.404847,0.51577,0.551889,0.435496,0.387688,0.600731,0.601227,0.546701,0.544215,0.599023,0.598883,0.894925,1,0.678237,0.73446,0.501137,0.444218,0.550905,0.496003,0.479494,0.499038,0.424728,0.43997,0.791371,0.828219,0.660732,0.650017,0.729353,0.750714,0.496168,0.47052,0.427121,0.423716,0.447892,0.504445,0.4115,0.447338,0.622052,0.623243,0.552309,0.570813,0.613706,0.640063,0.548907,0.514179,0.380335,0.334824,0.32277,0.31793,0.479414,0.520733,0.776062,0.758868,0.406602,0.394245,0.377469,0.291433,0.711798,0.68391,0.314283,0.250043,0.551483,0.540995,0.644843,0.631939,0.414796,0.402756,0.484136,0.480791,0.405746,0.415198,0.434482,0.443105,0.814197,0.885213,0.738234,0.744386,0.63219,0.710339,0.404864,0.405028,0.403103,0.421529,0.35501,0.373547,0.238544,0.244422,0.188902,0.24905,0.346101,0.31248,0.469169,0.381633,0.347581,0.341252,0.266211,0.246228,0.289074,0.228038,0.270165,0.303739,0.231437,0.100252,0.234502,0.364296,0.35683,0.352385,0.220671,0.355009,0.297902,0.120508
"19",0.844637,0.794182,0.713862,0.693844,0.569198,0.53768,0.68771,0.671754,0.539123,0.522389,0.649277,0.585036,0.630604,0.572846,0.630344,0.58514,0.706824,0.678237,1,0.922676,0.458227,0.419509,0.659437,0.581963,0.4783,0.469595,0.465761,0.476234,0.629096,0.60096,0.649876,0.629015,0.832772,0.824236,0.608824,0.579397,0.476761,0.461823,0.460918,0.504929,0.366228,0.402206,0.601981,0.580653,0.562107,0.568216,0.549073,0.599057,0.5722,0.526597,0.471781,0.39337,0.387346,0.375564,0.471067,0.487264,0.782331,0.710867,0.580998,0.556812,0.546813,0.472375,0.698285,0.63176,0.456783,0.443503,0.71242,0.676372,0.766115,0.734687,0.424903,0.416033,0.507467,0.481359,0.468111,0.488077,0.515047,0.510148,0.642883,0.638274,0.6679,0.652451,0.569146,0.589701,0.507877,0.464951,0.442527,0.440734,0.516331,0.492495,0.376222,0.41587,0.336689,0.399196,0.350638,0.309601,0.446289,0.384522,0.366217,0.383379,0.414124,0.391043,0.391471,0.338027,0.280399,0.328672,0.316559,0.200546,0.219775,0.381214,0.427371,0.425555,0.297697,0.38354,0.317283,0.039504
"20",0.811516,0.863688,0.648915,0.679313,0.541303,0.526246,0.617025,0.643706,0.497896,0.486071,0.571545,0.558028,0.553893,0.537531,0.584117,0.563836,0.734482,0.73446,0.922676,1,0.468835,0.446674,0.614167,0.55976,0.46769,0.474107,0.449141,0.457997,0.635428,0.635658,0.648184,0.640116,0.864287,0.875765,0.603614,0.602898,0.482554,0.487889,0.469762,0.534196,0.387705,0.44268,0.640892,0.627102,0.604156,0.617518,0.585044,0.648865,0.605356,0.559457,0.461028,0.390573,0.373858,0.364171,0.485446,0.511316,0.811409,0.785006,0.567256,0.552962,0.478365,0.413041,0.680553,0.643283,0.390356,0.38884,0.737241,0.713449,0.865756,0.849857,0.416252,0.420873,0.524316,0.525098,0.469715,0.516497,0.555538,0.561586,0.660287,0.67844,0.655389,0.650374,0.557252,0.606546,0.443662,0.431666,0.416372,0.412204,0.475159,0.450347,0.377835,0.394719,0.344311,0.38646,0.405716,0.367803,0.521694,0.442754,0.399438,0.396122,0.424206,0.379215,0.42064,0.336524,0.307124,0.341544,0.356442,0.219945,0.256169,0.420501,0.495987,0.468707,0.320187,0.438375,0.356189,0.037377
"21",0.425428,0.436407,0.465021,0.474111,0.41736,0.390103,0.420672,0.421634,0.372628,0.351194,0.374816,0.365581,0.382103,0.390669,0.517348,0.498031,0.51219,0.501137,0.458227,0.468835,1,0.800948,0.513107,0.489585,0.513321,0.539437,0.506879,0.528101,0.547027,0.539902,0.629557,0.595535,0.52546,0.5259,0.453003,0.420445,0.497592,0.47149,0.570005,0.570693,0.540089,0.507788,0.401271,0.404197,0.355633,0.358098,0.434488,0.444256,0.356186,0.348108,0.283329,0.288087,0.253533,0.289949,0.430762,0.463675,0.431546,0.40045,0.307468,0.280314,0.272895,0.234654,0.413009,0.37194,0.311413,0.285472,0.446764,0.430618,0.410171,0.398592,0.427328,0.404263,0.459441,0.420119,0.401392,0.353633,0.316263,0.309813,0.459986,0.473723,0.461441,0.451791,0.527434,0.539751,0.316883,0.334433,0.423371,0.433869,0.342494,0.358305,0.28883,0.276739,0.265745,0.286127,0.303434,0.318607,0.336709,0.3007,0.2592,0.271308,0.274703,0.25294,0.265845,0.224749,0.288393,0.296557,0.231668,0.126203,0.22007,0.295089,0.284504,0.273873,0.185782,0.265962,0.278475,0.16385
"22",0.385908,0.391346,0.407303,0.427846,0.348722,0.363935,0.374645,0.385593,0.31885,0.318643,0.308804,0.306085,0.335606,0.34278,0.443582,0.456106,0.449621,0.444218,0.419509,0.446674,0.800948,1,0.44993,0.447741,0.447192,0.504622,0.426579,0.504803,0.474688,0.501744,0.565714,0.570887,0.490185,0.488722,0.407638,0.382464,0.514031,0.500682,0.554588,0.609258,0.519411,0.583342,0.357883,0.366357,0.338045,0.340432,0.394657,0.410654,0.332522,0.326922,0.271372,0.27096,0.215878,0.247724,0.398371,0.428723,0.408306,0.376263,0.289931,0.271069,0.260015,0.225294,0.362773,0.345077,0.290585,0.280187,0.424614,0.417372,0.404291,0.391527,0.390181,0.414532,0.441996,0.424137,0.38555,0.362953,0.295271,0.291385,0.3928,0.399687,0.411654,0.405397,0.480031,0.532038,0.294748,0.30658,0.392895,0.407143,0.329047,0.334169,0.291718,0.285612,0.272791,0.298336,0.302195,0.360743,0.341624,0.322723,0.287173,0.290825,0.302169,0.277434,0.299876,0.260185,0.323365,0.32922,0.297912,0.212879,0.229313,0.299535,0.304864,0.306764,0.174351,0.28314,0.310801,0.157121
