"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"21",0.323268,0.320205,0.441207,0.401015,0.396218,0.352894,0.39213,0.333236,0.334506,0.314519,0.316193,0.277629,0.316231,0.294033,0.442116,0.439699,0.361097,0.337409,0.391445,0.388542,1,0.771323,0.454608,0.420074,0.402788,0.400546,0.47739,0.462207,0.473862,0.447024,0.465034,0.478244,0.399514,0.379085,0.286852,0.287608,0.484958,0.456326,0.55878,0.578525,0.496667,0.485997,0.259912,0.238796,0.250472,0.262972,0.267036,0.282018,0.227157,0.245737,0.181301,0.207146,0.167217,0.170323,0.374301,0.367211,0.325484,0.314653,0.248368,0.251107,0.228829,0.185651,0.294124,0.287572,0.263655,0.225561,0.35535,0.32118,0.339735,0.324776,0.344175,0.340719,0.350824,0.306767,0.283833,0.233796,0.203654,0.200086,0.27007,0.258599,0.318529,0.299574,0.479534,0.479914,0.296413,0.305406,0.355945,0.365,0.35643,0.384364,0.319367,0.311519,0.344138,0.356598,0.270799,0.327675,0.314611,0.316059,0.26538,0.292035,0.235571,0.284919,0.234403,0.199019,0.235971,0.257727,0.246992,0.187755,0.229601,0.190758,0.305511,0.291878,0.234722,0.292226,0.249276,0.143839
"22",0.228194,0.245157,0.352763,0.315025,0.265946,0.286895,0.308977,0.254262,0.255888,0.233783,0.217537,0.19445,0.235657,0.207707,0.332058,0.376297,0.25124,0.243078,0.324112,0.345767,0.771323,1,0.37647,0.347888,0.325287,0.362955,0.327906,0.410903,0.378544,0.391507,0.412933,0.482074,0.318704,0.325574,0.208876,0.212929,0.427416,0.422405,0.517249,0.573566,0.452438,0.551478,0.187977,0.171582,0.193045,0.217047,0.166173,0.188177,0.15003,0.18709,0.110635,0.151693,0.117273,0.112291,0.28803,0.280808,0.228741,0.232814,0.16572,0.190699,0.151449,0.137261,0.202871,0.20732,0.17101,0.172163,0.262568,0.251631,0.285356,0.267508,0.27652,0.347755,0.292687,0.292365,0.247778,0.220458,0.153477,0.165131,0.184603,0.182562,0.222501,0.210043,0.427682,0.450734,0.215463,0.226151,0.325364,0.325533,0.256931,0.300051,0.282437,0.249611,0.316526,0.303127,0.222305,0.298217,0.265714,0.302442,0.229182,0.241014,0.227173,0.2413,0.22901,0.198753,0.22832,0.235271,0.288958,0.212471,0.175512,0.145046,0.2643,0.248411,0.178393,0.249268,0.218581,0.121406
"23",0.522397,0.42307,0.825766,0.719914,0.549229,0.481558,0.690481,0.592681,0.552217,0.469852,0.503799,0.516387,0.599816,0.588781,0.669748,0.662509,0.480475,0.461923,0.592649,0.491613,0.454608,0.37647,1,0.882227,0.695752,0.607956,0.594206,0.591547,0.437571,0.462102,0.615892,0.626738,0.550417,0.527922,0.559611,0.50234,0.42623,0.410436,0.438851,0.468648,0.296359,0.305641,0.387347,0.361815,0.365802,0.367858,0.348739,0.39046,0.313602,0.34032,0.320941,0.305287,0.369196,0.31343,0.437388,0.417091,0.4562,0.425579,0.3475,0.387796,0.434429,0.406871,0.52234,0.436647,0.584624,0.5227,0.548302,0.530421,0.308239,0.324153,0.409134,0.453388,0.280065,0.278799,0.268907,0.296231,0.233477,0.25365,0.403258,0.395286,0.505998,0.528611,0.540744,0.529939,0.6371,0.576454,0.429329,0.453511,0.538869,0.526529,0.452905,0.474931,0.48056,0.520406,0.201765,0.237745,0.265041,0.286305,0.293715,0.319313,0.355762,0.427926,0.297081,0.307035,0.319296,0.358798,0.211407,0.143908,0.157582,0.209824,0.301482,0.302996,0.27547,0.271241,0.207926,0.089085
"24",0.452886,0.359626,0.729434,0.759388,0.538595,0.515757,0.652284,0.614072,0.556928,0.521061,0.465842,0.479847,0.578003,0.585236,0.631469,0.65735,0.407899,0.394223,0.475487,0.411083,0.420074,0.347888,0.882227,1,0.705631,0.714379,0.571631,0.623888,0.421523,0.400993,0.549307,0.576548,0.509935,0.487061,0.593307,0.555998,0.362021,0.364096,0.390725,0.431668,0.249805,0.257204,0.356772,0.341441,0.340779,0.349788,0.346144,0.376893,0.309882,0.331644,0.304932,0.323886,0.323749,0.333379,0.39558,0.393676,0.396758,0.374268,0.36096,0.379315,0.42911,0.430999,0.473273,0.420875,0.609171,0.577985,0.578353,0.573557,0.261609,0.288801,0.355021,0.408608,0.259609,0.216614,0.229417,0.242068,0.214009,0.226998,0.336423,0.344383,0.450795,0.498574,0.505868,0.514423,0.587767,0.601592,0.394721,0.451311,0.499236,0.524054,0.445128,0.428761,0.523172,0.494635,0.186473,0.180785,0.241834,0.210643,0.234625,0.267932,0.344491,0.402051,0.254542,0.246371,0.272128,0.30971,0.170519,0.103789,0.129117,0.175729,0.236284,0.239519,0.250964,0.191718,0.147245,0.057874
"25",0.35805,0.285416,0.592766,0.525434,0.538825,0.511445,0.510883,0.417802,0.524118,0.434656,0.378396,0.308296,0.489268,0.411289,0.596377,0.503288,0.346073,0.334071,0.336938,0.279647,0.402788,0.325287,0.695752,0.705631,1,0.795888,0.658544,0.647894,0.343921,0.261658,0.461507,0.436259,0.433148,0.380024,0.574781,0.524187,0.264204,0.227344,0.325263,0.321587,0.179968,0.1425,0.419591,0.388564,0.385226,0.398951,0.413752,0.403712,0.348265,0.385053,0.302361,0.34451,0.295532,0.336858,0.383048,0.389128,0.352084,0.344929,0.346754,0.349033,0.347709,0.316938,0.378639,0.320288,0.541137,0.447087,0.557088,0.519861,0.225668,0.255224,0.317784,0.329549,0.274719,0.219611,0.236475,0.222004,0.198838,0.190115,0.27729,0.29709,0.377468,0.388829,0.440121,0.383183,0.459498,0.476341,0.342287,0.353947,0.421556,0.462234,0.401805,0.378735,0.4573,0.469673,0.213538,0.165977,0.298583,0.229682,0.281287,0.287301,0.294728,0.397025,0.250713,0.268779,0.280791,0.324696,0.208592,0.139615,0.13752,0.184851,0.249635,0.250854,0.249961,0.246232,0.184985,0.052581
"26",0.318925,0.283357,0.513071,0.54087,0.422767,0.465963,0.456295,0.434258,0.441687,0.398793,0.337439,0.274974,0.429278,0.38551,0.522306,0.481215,0.321795,0.312169,0.306895,0.287137,0.400546,0.362955,0.607956,0.714379,0.795888,1,0.546246,0.658995,0.375354,0.297762,0.548198,0.510051,0.460417,0.422702,0.579773,0.540781,0.268674,0.234337,0.323676,0.341446,0.191431,0.184592,0.376647,0.356337,0.386047,0.373647,0.387194,0.384874,0.337902,0.322029,0.296049,0.287139,0.195557,0.263851,0.334908,0.354488,0.323987,0.320764,0.306125,0.296351,0.307309,0.295857,0.360108,0.319019,0.522384,0.441064,0.553892,0.536573,0.256738,0.276129,0.286901,0.303938,0.275575,0.210655,0.233224,0.208605,0.198343,0.190841,0.253163,0.287041,0.32228,0.349032,0.399821,0.37027,0.380594,0.4359,0.288075,0.314623,0.347052,0.380879,0.347809,0.296652,0.432424,0.391306,0.203777,0.14191,0.308436,0.210149,0.263305,0.219873,0.300605,0.336339,0.249608,0.21963,0.258963,0.287536,0.21319,0.155629,0.119708,0.156244,0.212583,0.18359,0.218233,0.170706,0.199949,0.030895
"27",0.418684,0.323109,0.573799,0.541916,0.650745,0.545836,0.515733,0.451194,0.517793,0.505077,0.408322,0.391689,0.491319,0.453322,0.632989,0.557774,0.354238,0.345452,0.39091,0.336245,0.47739,0.327906,0.594206,0.571631,0.658544,0.546246,1,0.77201,0.3317,0.312132,0.338277,0.325815,0.39021,0.326248,0.443894,0.411484,0.356218,0.342178,0.351514,0.398076,0.181792,0.203884,0.297764,0.282964,0.278013,0.281799,0.304223,0.3183,0.284331,0.322981,0.320522,0.34855,0.318734,0.338303,0.409698,0.423603,0.371594,0.356609,0.370692,0.386058,0.41167,0.390958,0.417327,0.380306,0.505141,0.452416,0.469285,0.441854,0.271919,0.287806,0.255004,0.267872,0.215836,0.185985,0.172922,0.183459,0.135028,0.133015,0.276252,0.252252,0.387316,0.395951,0.491068,0.455918,0.507507,0.491867,0.426438,0.456171,0.549814,0.580642,0.391413,0.411361,0.416045,0.473762,0.194293,0.173871,0.235302,0.22971,0.215224,0.290874,0.261713,0.357341,0.222467,0.194432,0.197936,0.245438,0.181423,0.141126,0.146002,0.204862,0.264664,0.260452,0.270989,0.238494,0.149123,0.050148
"28",0.399357,0.328461,0.554625,0.562856,0.562268,0.615439,0.514727,0.476175,0.515644,0.527842,0.399188,0.394694,0.497231,0.462346,0.622598,0.583487,0.33033,0.326122,0.371211,0.331833,0.462207,0.410903,0.591547,0.623888,0.647894,0.658995,0.77201,1,0.341011,0.32979,0.37804,0.372452,0.384648,0.338857,0.464602,0.427679,0.354238,0.335758,0.389708,0.420038,0.220628,0.234095,0.282724,0.26075,0.273135,0.274472,0.277903,0.29859,0.275406,0.297439,0.310248,0.319787,0.282712,0.317498,0.388167,0.412469,0.354314,0.350524,0.362156,0.372899,0.408011,0.389269,0.399397,0.366888,0.505274,0.477118,0.466939,0.45437,0.261628,0.274074,0.258182,0.29335,0.218336,0.185673,0.206006,0.1977,0.127862,0.130909,0.260734,0.257021,0.357708,0.366586,0.495046,0.451445,0.477822,0.482003,0.441037,0.449461,0.509945,0.55815,0.38387,0.379611,0.446155,0.473436,0.183178,0.159953,0.235932,0.219157,0.210566,0.27135,0.305646,0.376131,0.246852,0.214768,0.246094,0.296066,0.203655,0.173694,0.147203,0.177437,0.248486,0.23583,0.247803,0.20515,0.191272,0.080497
"29",0.507568,0.476344,0.475552,0.485324,0.403285,0.362727,0.524331,0.509412,0.400055,0.373519,0.588191,0.510601,0.525498,0.4583,0.556635,0.548171,0.69003,0.602341,0.54292,0.54031,0.473862,0.378544,0.437571,0.421523,0.343921,0.375354,0.3317,0.341011,1,0.786602,0.528958,0.532257,0.551429,0.569159,0.318787,0.344049,0.47447,0.453596,0.457481,0.503239,0.445244,0.434419,0.326607,0.319561,0.30583,0.313927,0.386811,0.377823,0.317205,0.297307,0.231995,0.251932,0.206578,0.209451,0.404707,0.416064,0.500429,0.450161,0.373281,0.333658,0.358723,0.269798,0.51512,0.483551,0.245687,0.207756,0.422987,0.390772,0.42551,0.409047,0.405357,0.412775,0.470253,0.372112,0.358445,0.310615,0.329187,0.338422,0.542903,0.522904,0.550144,0.497368,0.659728,0.678735,0.330643,0.353443,0.359568,0.389816,0.382887,0.393439,0.309401,0.318421,0.305366,0.340657,0.379108,0.319464,0.396533,0.342232,0.336877,0.326599,0.288198,0.313357,0.295947,0.231133,0.263412,0.30328,0.234083,0.187618,0.311368,0.343848,0.343239,0.358675,0.321231,0.323295,0.277959,0.165145
"30",0.519149,0.544091,0.489673,0.519751,0.354653,0.327543,0.483644,0.555848,0.330329,0.363893,0.510412,0.615606,0.451488,0.555539,0.47148,0.591725,0.687867,0.709093,0.553912,0.587491,0.447024,0.391507,0.462102,0.400993,0.261658,0.297762,0.312132,0.32979,0.786602,1,0.551264,0.564013,0.549717,0.592487,0.239581,0.266976,0.496444,0.523283,0.452762,0.55116,0.414714,0.472863,0.315499,0.307992,0.318828,0.308094,0.342888,0.370259,0.315846,0.286337,0.311431,0.247505,0.294486,0.184904,0.461645,0.452139,0.500005,0.505688,0.32595,0.352455,0.346101,0.309739,0.556473,0.566833,0.227172,0.22515,0.356822,0.354896,0.448896,0.431993,0.375828,0.414722,0.382963,0.431074,0.304082,0.328072,0.295291,0.338803,0.55708,0.590148,0.550914,0.545534,0.576239,0.715772,0.387832,0.378582,0.358997,0.430904,0.422385,0.431866,0.305362,0.321617,0.259861,0.308351,0.308337,0.320319,0.362993,0.369837,0.36017,0.345407,0.310815,0.301596,0.326811,0.25315,0.272037,0.313479,0.284938,0.206559,0.23714,0.294566,0.343088,0.335776,0.293174,0.331126,0.309679,0.173221
"31",0.377685,0.367566,0.536168,0.549429,0.267852,0.24318,0.452592,0.475539,0.262365,0.214865,0.302968,0.343919,0.277682,0.358684,0.342253,0.391276,0.43496,0.403408,0.524668,0.4853,0.465034,0.412933,0.615892,0.549307,0.461507,0.548198,0.338277,0.37804,0.528958,0.551264,1,0.895002,0.601113,0.656221,0.401709,0.382223,0.399215,0.391821,0.406439,0.414669,0.397573,0.386263,0.257961,0.235894,0.330443,0.258391,0.264925,0.305914,0.224718,0.162537,0.219193,0.088994,0.119,0.05211,0.293747,0.282976,0.351147,0.317906,0.151482,0.19502,0.210375,0.208966,0.3758,0.353028,0.283643,0.258108,0.380058,0.368951,0.343164,0.322452,0.460769,0.440812,0.388552,0.399693,0.342791,0.391812,0.331387,0.355433,0.346729,0.35126,0.343207,0.341431,0.387274,0.395607,0.292563,0.288179,0.178178,0.187127,0.269232,0.247212,0.299299,0.299166,0.278685,0.295057,0.26288,0.261875,0.382253,0.339968,0.374581,0.271524,0.321802,0.291735,0.324272,0.277796,0.315758,0.336742,0.243119,0.241377,0.228495,0.276772,0.354376,0.294741,0.25721,0.262038,0.341837,0.130859
"32",0.368011,0.345848,0.531612,0.548059,0.277746,0.270381,0.466835,0.474202,0.275023,0.24105,0.324711,0.370683,0.301578,0.377863,0.343054,0.409758,0.434179,0.405833,0.526171,0.502848,0.478244,0.482074,0.626738,0.576548,0.436259,0.510051,0.325815,0.372452,0.532257,0.564013,0.895002,1,0.570045,0.650543,0.37973,0.373936,0.412736,0.427647,0.420345,0.445196,0.419093,0.419893,0.257012,0.229162,0.295802,0.267394,0.224103,0.259445,0.186077,0.177663,0.177444,0.1119,0.146498,0.077237,0.298217,0.272042,0.328539,0.296001,0.154198,0.204435,0.217026,0.218647,0.358485,0.348838,0.264487,0.273358,0.356947,0.367734,0.330819,0.310678,0.428941,0.473139,0.358783,0.372334,0.316137,0.361236,0.313093,0.348922,0.33763,0.347346,0.337681,0.343542,0.398606,0.432261,0.292976,0.304653,0.203477,0.228434,0.278952,0.264884,0.323452,0.289713,0.28,0.27668,0.236442,0.271578,0.337496,0.360953,0.344584,0.278311,0.276807,0.277003,0.276715,0.267468,0.292821,0.312674,0.239113,0.207044,0.190895,0.23368,0.336237,0.279308,0.197092,0.249522,0.281948,0.105036
"33",0.66101,0.651968,0.621832,0.648875,0.475839,0.459014,0.603199,0.637128,0.45602,0.419048,0.437205,0.451064,0.416654,0.447591,0.440818,0.425881,0.634098,0.582192,0.710971,0.748277,0.399514,0.318704,0.550417,0.509935,0.433148,0.460417,0.39021,0.384648,0.551429,0.549717,0.601113,0.570045,1,0.919815,0.664848,0.67522,0.464593,0.430019,0.414479,0.457553,0.315952,0.339654,0.539544,0.515537,0.579584,0.549791,0.504137,0.560927,0.523271,0.484051,0.454113,0.385202,0.302822,0.25938,0.447377,0.468513,0.658978,0.629974,0.53778,0.537102,0.506316,0.477251,0.600753,0.589751,0.491731,0.490644,0.749213,0.730982,0.69955,0.697866,0.446235,0.46206,0.478292,0.479391,0.383285,0.454721,0.531903,0.551662,0.503149,0.516456,0.481775,0.464651,0.409802,0.454608,0.387959,0.351109,0.282601,0.266133,0.454611,0.417009,0.418468,0.422786,0.405811,0.451531,0.365533,0.326424,0.515441,0.461306,0.441561,0.412753,0.454051,0.469588,0.450892,0.39439,0.381066,0.412486,0.392699,0.297335,0.268261,0.377026,0.530743,0.454424,0.393789,0.443133,0.420393,0.102914
"34",0.632169,0.659138,0.571954,0.64023,0.410869,0.412595,0.554642,0.631148,0.397823,0.376652,0.432834,0.474165,0.37278,0.423582,0.390834,0.395031,0.599973,0.574916,0.725484,0.797376,0.379085,0.325574,0.527922,0.487061,0.380024,0.422702,0.326248,0.338857,0.569159,0.592487,0.656221,0.650543,0.919815,1,0.571638,0.610284,0.454614,0.43783,0.410072,0.446258,0.356225,0.375749,0.445694,0.431477,0.480141,0.458001,0.431381,0.491106,0.433497,0.405658,0.390733,0.330494,0.276317,0.206156,0.398032,0.418308,0.592328,0.591161,0.452624,0.487225,0.435031,0.431788,0.564573,0.579046,0.385655,0.414518,0.628279,0.637889,0.652747,0.655902,0.437962,0.458498,0.491155,0.498523,0.394036,0.457512,0.545501,0.5755,0.464759,0.490697,0.431285,0.419472,0.400864,0.447716,0.327145,0.30137,0.258135,0.228872,0.407174,0.37467,0.392745,0.386731,0.377244,0.405852,0.36257,0.315771,0.494969,0.434362,0.440878,0.378606,0.441055,0.433998,0.456514,0.377906,0.371461,0.402141,0.377107,0.288106,0.280735,0.379863,0.514651,0.443104,0.394488,0.425067,0.414733,0.109357
"35",0.432037,0.381523,0.527774,0.527158,0.470467,0.449912,0.501574,0.457749,0.452987,0.38609,0.382442,0.289627,0.451052,0.365929,0.477881,0.388139,0.38825,0.359583,0.403365,0.375101,0.286852,0.208876,0.559611,0.593307,0.574781,0.579773,0.443894,0.464602,0.318787,0.239581,0.401709,0.37973,0.664848,0.571638,1,0.884884,0.313922,0.246138,0.268301,0.27635,0.129221,0.143421,0.470307,0.444407,0.50326,0.482551,0.441,0.450782,0.418227,0.408153,0.335494,0.327961,0.264472,0.307835,0.307922,0.328676,0.453576,0.425781,0.492636,0.45304,0.496536,0.475408,0.414151,0.380033,0.683326,0.614462,0.787893,0.769877,0.354794,0.389238,0.333147,0.342969,0.320652,0.259123,0.303445,0.295217,0.365359,0.346588,0.330472,0.360399,0.349099,0.366446,0.301898,0.292591,0.417279,0.389834,0.254336,0.265051,0.411463,0.403875,0.379817,0.367109,0.415701,0.456744,0.238331,0.155739,0.307906,0.194765,0.24009,0.23035,0.335923,0.401366,0.286967,0.272454,0.267682,0.310933,0.248532,0.177261,0.148095,0.216083,0.319905,0.259413,0.239842,0.214816,0.211647,0.014629
"36",0.433077,0.404277,0.507538,0.543438,0.485753,0.484518,0.490797,0.484215,0.453612,0.403999,0.371972,0.293316,0.414976,0.348404,0.434861,0.358793,0.392328,0.367203,0.416771,0.419451,0.287608,0.212929,0.50234,0.555998,0.524187,0.540781,0.411484,0.427679,0.344049,0.266976,0.382223,0.373936,0.67522,0.610284,0.884884,1,0.3536,0.326674,0.297349,0.337514,0.165669,0.18568,0.497053,0.484457,0.518805,0.52511,0.482638,0.501534,0.440585,0.446992,0.338195,0.364358,0.25177,0.300189,0.337879,0.374628,0.460183,0.430299,0.499435,0.472158,0.451018,0.458272,0.380808,0.381494,0.584748,0.581176,0.78799,0.804516,0.412862,0.454067,0.345092,0.368459,0.357041,0.299675,0.328063,0.334421,0.444415,0.434866,0.311325,0.35396,0.330511,0.355296,0.293991,0.299726,0.361504,0.371997,0.231247,0.246974,0.413497,0.413219,0.44491,0.41649,0.480008,0.487119,0.289893,0.208938,0.383539,0.266672,0.304347,0.308648,0.38222,0.443851,0.339122,0.321676,0.314674,0.343313,0.305453,0.210684,0.197885,0.258271,0.416622,0.364407,0.338702,0.313347,0.27068,0.042838
"37",0.438715,0.428426,0.440797,0.453183,0.325812,0.313264,0.379124,0.404652,0.264208,0.279672,0.385656,0.431056,0.352141,0.401498,0.410098,0.422688,0.405031,0.37723,0.495653,0.496641,0.484958,0.427416,0.42623,0.362021,0.264204,0.268674,0.356218,0.354238,0.47447,0.496444,0.399215,0.412736,0.464593,0.454614,0.313922,0.3536,1,0.806202,0.706851,0.704917,0.623551,0.574142,0.289662,0.271784,0.269129,0.258179,0.326796,0.349709,0.250727,0.24236,0.298328,0.267578,0.278226,0.243182,0.516793,0.468823,0.378014,0.33638,0.239308,0.255156,0.242244,0.195675,0.369395,0.289512,0.275956,0.233586,0.367788,0.355006,0.412199,0.388068,0.402376,0.422168,0.387284,0.383459,0.356849,0.385907,0.471359,0.469916,0.272282,0.267447,0.3557,0.331634,0.487159,0.478882,0.400741,0.373858,0.415131,0.409512,0.478908,0.442089,0.509644,0.492118,0.44565,0.46185,0.425695,0.44052,0.465287,0.468434,0.459261,0.430528,0.396268,0.403249,0.409424,0.402139,0.42956,0.417959,0.385025,0.364353,0.357801,0.400454,0.500875,0.492398,0.447073,0.409079,0.428151,0.198474
"38",0.402792,0.419999,0.426602,0.460528,0.316682,0.310945,0.364114,0.410898,0.229612,0.285256,0.344997,0.447791,0.323155,0.410751,0.357128,0.420613,0.372144,0.374781,0.488447,0.501753,0.456326,0.422405,0.410436,0.364096,0.227344,0.234337,0.342178,0.335758,0.453596,0.523283,0.391821,0.427647,0.430019,0.43783,0.246138,0.326674,0.806202,1,0.599609,0.767011,0.551642,0.635846,0.229001,0.214842,0.216077,0.207613,0.253356,0.296886,0.1966,0.203877,0.263518,0.244423,0.251338,0.220514,0.473741,0.459048,0.3439,0.317205,0.196542,0.227147,0.20432,0.183527,0.337402,0.287619,0.239975,0.221705,0.323836,0.327346,0.419417,0.3972,0.387401,0.43289,0.363585,0.402548,0.326978,0.40025,0.439522,0.476688,0.252448,0.249798,0.334382,0.343131,0.445963,0.488143,0.376375,0.393987,0.385797,0.426751,0.445733,0.448351,0.489438,0.489833,0.442575,0.453782,0.410499,0.448675,0.422181,0.464413,0.417163,0.436595,0.382666,0.388709,0.396517,0.382448,0.396147,0.395114,0.389951,0.340022,0.313107,0.383596,0.482708,0.472013,0.426104,0.395001,0.394997,0.165111
"39",0.376405,0.364249,0.446606,0.420633,0.311397,0.299337,0.378187,0.346877,0.277317,0.274126,0.29884,0.317546,0.305157,0.317843,0.431669,0.45726,0.357767,0.3005,0.409002,0.418005,0.55878,0.517249,0.438851,0.390725,0.325263,0.323676,0.351514,0.389708,0.457481,0.452762,0.406439,0.420345,0.414479,0.410072,0.268301,0.297349,0.706851,0.599609,1,0.761688,0.602703,0.525672,0.315755,0.305987,0.296203,0.312485,0.35336,0.371511,0.285658,0.301496,0.274375,0.28833,0.234302,0.202415,0.541586,0.502383,0.359708,0.322824,0.266566,0.287923,0.224644,0.183945,0.304576,0.274829,0.234851,0.239806,0.371378,0.37174,0.36331,0.363934,0.289731,0.335006,0.336971,0.317203,0.282374,0.295706,0.285412,0.285353,0.245356,0.233846,0.314934,0.29464,0.568851,0.523389,0.341582,0.346886,0.471682,0.417338,0.437045,0.424736,0.378049,0.370694,0.367573,0.383275,0.407286,0.469285,0.433968,0.444378,0.374075,0.371236,0.317516,0.325217,0.314141,0.284807,0.391276,0.4068,0.322282,0.276367,0.343922,0.315999,0.380614,0.372867,0.328109,0.344534,0.353491,0.240421
"40",0.399302,0.423334,0.481825,0.467307,0.361335,0.342198,0.4172,0.40979,0.300468,0.304505,0.352977,0.386412,0.339899,0.381921,0.43877,0.507684,0.405239,0.401303,0.468385,0.494471,0.578525,0.573566,0.468648,0.431668,0.321587,0.341446,0.398076,0.420038,0.503239,0.55116,0.414669,0.445196,0.457553,0.446258,0.27635,0.337514,0.704917,0.767011,0.761688,1,0.563346,0.615548,0.366843,0.363861,0.341175,0.354561,0.39533,0.432477,0.314443,0.329502,0.293067,0.321047,0.240247,0.229271,0.56838,0.589944,0.396096,0.372386,0.268182,0.296072,0.228517,0.189642,0.353209,0.316536,0.252596,0.245312,0.420987,0.432998,0.444571,0.441782,0.283796,0.337981,0.315634,0.328087,0.260938,0.285856,0.275253,0.302419,0.28383,0.289656,0.372541,0.370794,0.575433,0.606943,0.382035,0.417293,0.486705,0.513294,0.448861,0.459069,0.404201,0.401086,0.378105,0.409026,0.409541,0.475961,0.452642,0.496736,0.37266,0.410781,0.323527,0.33478,0.316305,0.288079,0.365981,0.380395,0.337346,0.28558,0.30902,0.352174,0.433032,0.413727,0.349016,0.359193,0.34561,0.16638
"41",0.286934,0.293834,0.276213,0.279481,0.115526,0.138042,0.233593,0.237378,0.109807,0.111955,0.242546,0.262966,0.191403,0.220203,0.26084,0.27411,0.304004,0.256874,0.355056,0.380772,0.496667,0.452438,0.296359,0.249805,0.179968,0.191431,0.181792,0.220628,0.445244,0.414714,0.397573,0.419093,0.315952,0.356225,0.129221,0.165669,0.623551,0.551642,0.602703,0.563346,1,0.693419,0.11533,0.104925,0.115844,0.110683,0.14749,0.17012,0.086783,0.09171,0.096761,0.103454,0.082093,0.086525,0.286209,0.26211,0.252594,0.212868,0.070424,0.088708,0.077202,0.039297,0.225717,0.170095,0.087045,0.050067,0.163404,0.154689,0.287011,0.24981,0.32607,0.323771,0.478875,0.433991,0.376842,0.335674,0.307015,0.320405,0.205306,0.177443,0.245895,0.214409,0.444428,0.402584,0.222338,0.235941,0.306193,0.284004,0.228183,0.233282,0.287211,0.271683,0.265427,0.251464,0.270189,0.322393,0.313715,0.321735,0.311744,0.267582,0.225577,0.234528,0.258473,0.257368,0.31738,0.281347,0.26476,0.274807,0.243853,0.25075,0.325356,0.308775,0.274476,0.281066,0.295368,0.163617
"42",0.294301,0.328133,0.295333,0.30949,0.131669,0.145978,0.248403,0.2667,0.131453,0.141226,0.237456,0.271322,0.21081,0.249073,0.263685,0.322433,0.293135,0.283065,0.393261,0.426982,0.485997,0.551478,0.305641,0.257204,0.1425,0.184592,0.203884,0.234095,0.434419,0.472863,0.386263,0.419893,0.339654,0.375749,0.143421,0.18568,0.574142,0.635846,0.525672,0.615548,0.693419,1,0.11495,0.105514,0.13626,0.124297,0.139992,0.163094,0.10226,0.100409,0.110516,0.09753,0.086859,0.08574,0.272725,0.257453,0.267745,0.250466,0.093937,0.103994,0.101247,0.068976,0.248224,0.212879,0.118143,0.081515,0.185516,0.17468,0.320337,0.290232,0.366319,0.403058,0.490961,0.525833,0.396221,0.411373,0.330884,0.352174,0.21355,0.199129,0.253067,0.24505,0.407728,0.447774,0.239742,0.25719,0.297116,0.326555,0.251329,0.252967,0.282383,0.291601,0.287839,0.294097,0.278555,0.305978,0.306947,0.306655,0.300161,0.257675,0.269165,0.264613,0.299899,0.277831,0.314984,0.3034,0.304704,0.266677,0.246669,0.269234,0.32572,0.30803,0.267521,0.289175,0.310791,0.165374
"43",0.445916,0.520224,0.455906,0.388142,0.41442,0.40165,0.413462,0.390511,0.374139,0.337888,0.245223,0.261786,0.283678,0.291594,0.342539,0.329811,0.485147,0.468274,0.374361,0.401293,0.259912,0.187977,0.387347,0.356772,0.419591,0.376647,0.297764,0.282724,0.326607,0.315499,0.257961,0.257012,0.539544,0.445694,0.470307,0.497053,0.289662,0.229001,0.315755,0.366843,0.11533,0.11495,1,0.956726,0.899933,0.912652,0.906759,0.910519,0.833206,0.808434,0.540047,0.541635,0.357756,0.398522,0.544657,0.634556,0.601041,0.598009,0.482939,0.468306,0.262418,0.229114,0.380131,0.35875,0.271063,0.26549,0.687516,0.682308,0.521547,0.553744,0.27224,0.30761,0.245345,0.258059,0.217284,0.295472,0.304729,0.291394,0.424846,0.455929,0.410977,0.405686,0.297728,0.327086,0.265282,0.293387,0.226542,0.216957,0.239512,0.287231,0.354889,0.322614,0.226567,0.266883,0.295995,0.268868,0.508943,0.445746,0.504193,0.499591,0.278646,0.299069,0.293914,0.281035,0.296403,0.326089,0.267994,0.161287,0.150102,0.27172,0.412738,0.409707,0.219379,0.373575,0.327673,0.054306
